
Host: chem76fgv94lws

Timers On : Sat Jul 25 14:40:09 2026
Timers Off: Sat Jul 25 18:39:42 2026

Wall Time:    14373.49 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :     18.667u      0.000s     17.430w    145 calls
| Libint2ERI::Libint2ERI            :     11.817u      0.000s     11.039w    145 calls
Libint2ERI::Libint2ERI              :     47.450u      0.117s     41.919w    870 calls
Libint2ErfERI::Libint2ErfERI        :     27.750u      0.017s     24.929w    290 calls
JK: (A|Q)^-1                        :    352.367u     21.383s    305.197w    290 calls
| Libint2ERI::Libint2ERI            :      0.367u      0.083s      0.285w    580 calls
JK: (A|mn)                          :    522.733u     41.817s    241.234w    290 calls
JK: (Q|mn)                          :    402.067u     61.067s    232.566w    290 calls
JK: (Q|mn) Write                    :      7.533u      9.633s      9.066w    145 calls
JK: (A|mn)^L                        :    525.833u     36.017s    238.455w    290 calls
JK: (Q|mn)^L                        :    390.700u     58.033s    214.729w    290 calls
JK: (Q|mn)^L Write                  :      6.433u      9.417s      8.599w    145 calls
JK: (Q|mn)^R                        :    415.933u     28.750s    214.349w    145 calls
JK: (Q|mn)^R Write                  :      9.250u     15.083s     14.879w    145 calls
HF: Form core H                     :      8.650u      0.200s      5.809w    145 calls
HF: Form S/X                        :     11.400u      0.300s     18.749w    145 calls
HF: Guess                           :     70.750u     12.767s     59.133w    145 calls
| SAD Guess                         :     69.817u     12.767s     58.617w    145 calls
HF: Form G                          :  24010.933u   2143.333s  11986.365w   4427 calls
| RV: Form V                        :  13874.217u      3.683s   6085.574w   4427 calls
| | Properties                      :   6954.354p                         10373999 calls
| | Functional                      :   1144.345p                         10373999 calls
| | V_xc                            :   3909.558p                         10373999 calls
| JK: D                             :      4.867u      0.183s      8.905w   4427 calls
| JK: USO2AO                        :      0.100u      0.000s      0.035w   4427 calls
| JK: JK                            :  10121.000u   2138.967s   5860.886w   4427 calls
| | JK: (Q|mn) Read                 :    395.167u    563.917s    491.496w   8854 calls
| | JK: J                           :    246.033u      2.050s    121.718w   8854 calls
| | | JK: J1                        :    118.100u      1.083s     57.819w   8854 calls
| | | JK: J2                        :    119.733u      0.833s     61.430w   8854 calls
| | JK: K                           :   3211.700u    315.967s   1627.069w   8854 calls
| | | JK: K1                        :   2495.217u    220.800s   1207.066w   8854 calls
| | | JK: K2                        :    711.717u     95.083s    419.548w   8854 calls
| | JK: (Q|mn)^L Read               :    294.200u    426.583s    367.156w  13426 calls
| | JK: (Q|mn)^R Read               :    267.817u    408.500s    354.261w  13426 calls
| | JK: wK                          :   5514.850u    230.267s   2691.708w  13426 calls
| | | JK: wK1                       :   4743.350u    117.833s   2200.727w  26852 calls
| | | JK: wK2                       :    760.683u    112.200s    490.132w  13426 calls
| JK: AO2USO                        :      0.017u      0.017s      0.012w   4427 calls
HF: Form F                          :      4.783u      0.100s     12.585w   4427 calls
HF: Form D                          :      3.583u      0.150s      6.553w   4427 calls
HF: DIIS                            :    165.833u     11.583s    231.678w   4282 calls
HF: Form C                          :    217.450u      5.217s    478.775w   4282 calls
JK: (A|Q)^-1/2                      :    171.200u      3.600s    132.221w    145 calls
| Libint2ERI::Libint2ERI            :      0.217u      0.000s      0.098w    290 calls
JK: (A|mn)^R                        :    364.183u      0.183s    153.065w    145 calls
JK: D                               :   1363.750u      0.083s     20.899w   4744 calls
JK: USO2AO                          :      0.333u      0.033s      0.042w   4744 calls
JK: JK                              :  43406.900u    800.783s   5359.664w   4744 calls
| JK: J                             :  15269.867u      2.017s    227.654w   4744 calls
| | JK: J1                          :   8171.033u      0.850s    117.692w   4744 calls
| | JK: J2                          :   7023.300u      1.083s    108.660w   4744 calls
| JK: K                             :  19376.467u    428.583s   1975.966w   4744 calls
| | JK: K1                          :  18604.167u    331.983s   1541.315w   4744 calls
| | JK: K2                          :    764.483u     96.550s    434.294w   4744 calls
| JK: wK                            :   6304.333u    286.833s   3017.771w   9488 calls
| | JK: wK1                         :   5487.417u    178.750s   2538.241w  18976 calls
| | JK: wK2                         :    809.900u    107.967s    478.965w   9488 calls
JK: AO2USO                          :      0.083u      0.000s      0.022w   4744 calls
RV: Form V                          :  25534.200u      5.133s   7103.932w   4744 calls
| Properties                        :   8338.456p                         11117843 calls
| Functional                        :   1298.444p                         11117843 calls
| V_xc                              :   4354.263p                         11117843 calls
Grad: V T Perturb                   :    153.517u      0.050s      8.215w    145 calls
Grad: S                             :     16.183u      0.050s      2.042w    145 calls
Grad: JK                            :   3845.433u    165.150s   1915.639w    145 calls
| JKGrad: Amn                       :    505.633u     49.283s    247.166w    145 calls
| | Libint2ERI::Libint2ERI          :     59.950u      0.267s      9.958w    145 calls
| JKGrad: Awmn                      :    528.783u     48.567s    288.289w    145 calls
| | Libint2ErfERI::Libint2ErfERI    :     42.333u      0.550s     29.041w    290 calls
| JKGrad: AB                        :    219.250u     11.600s    164.273w    145 calls
| | Libint2ERI::Libint2ERI          :      0.167u      0.000s      0.111w    290 calls
| JKGrad: UV                        :     48.950u      8.683s     25.417w    145 calls
| JKGrad: ABx                       :     24.933u      0.567s     10.118w    145 calls
| | Libint2ERI::Libint2ERI          :      0.200u      0.000s      0.051w    145 calls
| JKGrad: Amnx                      :   2514.067u     45.150s   1178.816w    145 calls
| | Libint2ERI::Libint2ERI          :     19.883u      0.333s      8.954w    145 calls
| | Libint2ErfERI::Libint2ErfERI    :     22.800u      0.317s     10.781w    145 calls
Grad: XC                            :    873.300u      0.117s    389.536w    145 calls
| Properties                        :    502.265p                         339787 calls
| Functional                        :     39.380p                         339787 calls
| V_xc gradient                     :    232.059p                         339787 calls

**************************************************************************************

Host: chem76fgv94lws

Timers On : Tue Jul 28 19:51:16 2026
Timers Off: Wed Jul 29 15:03:11 2026

Wall Time:    69115.83 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :   1153.683u      4.133s    400.116w    578 calls
build grid                          :    969.983u      1.867s    301.309w    578 calls
post-process grid                   :    183.033u      2.267s     98.650w    578 calls
DFH: sparsity prep                  :     36.450u      0.033s     32.162w    289 calls
Libint2ERI::Libint2ERI              :    298.767u      1.800s    133.707w   5202 calls
Libint2ErfERI::Libint2ErfERI        :    185.400u      1.567s    116.280w   1445 calls
JK: (A|Q)^-1                        :    666.850u     40.350s    546.214w    578 calls
JK: (A|mn)                          :   1024.733u     82.500s    459.341w    578 calls
JK: (Q|mn)                          :    783.183u    112.533s    391.862w    578 calls
JK: (Q|mn) Write                    :     15.967u     18.900s     14.932w    289 calls
JK: (A|mn)^L                        :   1034.267u     70.633s    448.315w    578 calls
JK: (Q|mn)^L                        :    765.917u    109.117s    376.967w    578 calls
